step	time	T	T-cg	T-at	Ekin	res	angle_252_cross	angle_254_cross	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	angle_294	angle_295	angle_296	angle_297	angle_298	angle_299	angle_300	angle_301	angle_302	angle_303	angle_304	angle_305	angle_306	angle_307	angle_308	angle_309	angle_310	angle_311	angle_312	angle_313	angle_314	angle_315	angle_316_cross	angle_317_cross	angle_318_cross	angle_319_cross	angle_320_cross	angle_321_cross	angle_322_cross	angle_323_cross	angle_324_cross	angle_325_cross	angle_326_cross	bond_125_cross	bond_126_cross	bond_127_cross	bond_129	bond_130	bond_131	bond_132	bond_133	bond_134	bond_135	bond_136	bond_137	bond_138	bond_138_cross	bond_139	bond_140	bond_141	bond_142	bond_143	bond_144	bond_145	bond_146	bond_147	bond_148	bond_149_cross	bond_150_cross	bond_35	dihedral_0	dihedral_0_cross	dihedral_176	dihedral_190	dihedral_191	dihedral_30_cross	dihedral_51	dihedral_60	dihedral_61	dihedral_61_cross	dihedral_64_cross	tab-cg
5250	5.25	2.47808	2.47525	2.47841	24979	0.05249	1343.78	70.3653	234.973	244.302	250.709	206.366	147.04	200.259	173.421	192.265	215.805	164.465	196.877	221.859	166.984	170.808	166.575	191.375	211.909	216.614	191.803	171.878	188.729	187.779	163.839	197.72	192.521	181.718	208.618	181.843	199.234	234.214	211.933	98.8475	75.1316	35.0561	27.248	21.9567	48.1925	32.0166	200.731	26.5335	118.288	86.0496	122.031	115.641	140.155	140.71	113.728	63.5971	90.0304	109.347	109.686	94.216	89.9031	86.4089	103.541	117.692	163.725	95.6087	115.281	102.168	92.029	34.3207	22.2597	24.9671	18.9098	27.4184	22.3976	475.798	0.966995	2.04516	1.3324	6.52297	643.303	1237.32	110.598	199.582	531.794	931.825	470.183	414.615	877.695	867.407	407.809	270.445	44.6013	59.2444	31.9609	61.1989	17.3165	311.442	122.17	325.146	234.29	148.943	232.014	114.211	1832.24	690.354	465.484	0	0	-637.869	99.2799	672.872	12.4107	4353.83	1257.17	695.309	0.330922	2.25694	-3603.94
5500	5.5	2.49067	2.47525	2.49246	25106	0.05499	1331.38	75.3531	208.682	214.074	274.437	275.742	158.642	165.069	178.996	160.202	199.167	163.329	219.576	190.632	189.527	167.863	135.633	163.488	193.319	201.241	203.842	184.326	201.193	165.207	190.887	185.686	229.99	179.717	207.409	216.211	219.704	208.544	255.001	73.6982	108.671	31.6104	21.0365	18.9152	30.6861	15.6589	227.056	22.0906	85.1646	84.5912	103.562	127.719	92.7025	106.618	88.2939	107.82	125.357	130.7	96.3889	83.6458	73.978	93.4258	97.2202	130.062	95.5278	118.57	95.5035	102.961	112.6	35.5266	23.4594	25.5189	24.5557	29.167	22.8835	496.768	0.868389	5.3346	1.66919	4.18511	613.592	1197.08	111.308	232.681	487.165	940.253	423.801	412.341	857.498	905.8	410.117	273.726	42.7704	103.318	16.9948	95.7575	28.0293	245.111	126.401	354.716	271.619	140.34	197.929	126.564	1759.9	742.666	496.383	0	0	-641.443	67.7712	698.733	13.8837	4352.49	1289.14	706.108	0.360291	2.45204	-3602.32
5750	5.75	2.50875	2.47525	2.51264	25288.2	0.05749	1333.42	72.9567	192.781	208.376	256.428	254.333	154.38	207.714	164.554	174.422	199.307	172.591	152.679	166.8	224.268	157.011	197.606	194.927	191.549	168.304	182.791	180.657	158.888	183.76	163.499	166.076	183.541	192.725	247.637	215.02	196.228	232.025	232.919	107.638	71.1035	20.8094	15.0944	23.1814	20.7032	16.9749	211.257	33.3503	88.5612	106.265	101.55	122.165	136.275	130.05	99.8898	102.936	114.718	135.306	96.2617	117.229	102.966	110.942	116.12	100.402	146.196	102.923	79.8285	72.1883	143.066	43.1748	25.6767	26.8593	26.6422	35.5655	23.4275	532.38	2.01241	3.74237	1.5273	3.76731	587.223	1301.13	110.902	216.682	495.07	947.575	422.119	427.873	883.634	890.585	411.337	300.981	47.9193	84.8111	13.965	82.7455	29.6542	224	164.606	381.345	232.395	128.112	277.57	106.724	1514.37	788.907	412.367	0	0	-646.913	47.5892	673.754	15.0372	4402.07	1287.62	673.127	0.463394	2.70087	-3575.03
6000	6	2.50109	2.47525	2.5041	25211	0.05999	1347.95	70.4861	221.965	244.988	215.854	202.866	157.988	187.099	175.923	162.765	157.095	151.275	172.133	219.427	184.304	158.012	162.215	202.944	180.943	166.017	212.327	213.668	160.678	168.349	215.085	189.072	214.749	194.537	195.75	261.173	195.589	211.746	245.787	70.0237	71.4435	49.9712	24.6277	18.3067	40.7417	22.0122	243.005	18.38	79.7655	80.8969	93.6911	98.4767	105.285	148.285	93.6427	106.376	92.8201	115.073	94.1377	156.552	84.6359	85.6183	89.9482	140.096	183.81	79.9306	136.98	96.2589	118.253	42.9021	26.1039	30.617	27.4879	39.5379	24.915	554.535	2.44504	6.99409	1.78663	3.95342	632.791	1257.22	102.021	234.311	498.188	906.305	432.634	427.77	833.778	972.546	433.626	347.87	43.3541	78.5276	27.7291	82.3117	18.0415	212.062	117.111	382.074	264.378	115.168	276.046	140.106	1273.5	833.204	474.199	0	0	-639.2	102.503	663.59	15.5412	4360.18	1300.06	662.123	0.413364	2.71925	-3626.42
6250	6.25	2.46555	2.47525	2.46442	24852.7	0.06249	1328.73	72.631	248.29	197.199	211.531	259.934	165.295	208.277	162.234	172.966	162.993	150.413	212.632	211.126	169.533	165.849	144.891	173.305	144.06	196.373	177.239	213.169	166.268	151.912	165.618	177.722	205.622	175.345	217.697	212.086	171.889	273.978	199.576	89.5745	97.9166	40.6646	23.8085	17.8958	28.7966	27.3323	207.124	13.2475	112.9	90.4998	116.698	105.45	94.3395	160.973	84.2396	112.563	123.38	144.207	119.352	129.583	94.0116	111.471	106.493	153.111	102.206	91.3176	103.136	114.567	111.541	41.2539	25.1401	35.617	31.8938	41.2151	24.7152	580.597	2.28687	5.76355	2.31053	4.11518	588.624	1286.65	86.4128	241.792	508.854	954.189	505.408	428.568	754.104	939.847	433.385	260.609	68.7831	100.666	36.5902	82.5344	28.6216	210.895	140.298	442.929	248.743	138.538	199.567	102.165	1199.54	895.202	511.856	0	0	-629.792	80.4725	674.495	16.9155	4357.7	1279.23	667.271	0.473177	3.09777	-3646.12
6500	6.5	2.43498	2.47525	2.4303	24544.6	0.06499	1323.51	72.4561	235.552	178.202	206.937	232.334	148.249	178.541	197.951	162.632	196.608	145.423	213.399	175.628	206.462	135.323	179.367	160.022	185.347	204.93	226.694	193.132	148.183	136.935	180.773	159.308	185.205	163.954	226.284	202.468	209.245	251.302	217.473	81.6473	95.9803	26.7308	24.8111	24.6284	35.206	21.7721	197.431	17.9986	82.6243	120.919	87.5929	82.1672	119.564	129.589	100.96	82.64	75.6407	115.948	86.936	90.1925	88.9912	122.876	74.6379	109.304	138.661	104.783	110.766	110.632	110.288	42.561	27.0251	32.0783	36.0392	37.5084	28.6777	636.075	3.01518	7.0246	2.16717	7.32285	614.384	1244.92	103.451	160.05	527.514	971.961	440.137	408.362	799.721	924.595	405.78	225.401	48.1359	89.8034	21.2332	87.7136	25.967	222.288	108.404	433.957	251.499	100.02	266.919	115.015	1179.57	942.626	446.434	0	0	-637.389	103.125	674.641	19.0883	4333.23	1308.37	634.35	0.524367	3.4533	-3652.46
6750	6.75	2.46793	2.47525	2.46707	24876.7	0.06749	1320.45	63.4856	219.91	213.594	255.589	202.955	149.223	220.218	163.931	163.492	202.259	137.468	195.021	130.602	163.958	159.605	167.611	190.848	165.309	187.492	192.277	185.232	185.103	157.63	155.476	162.637	233.926	184.138	226.478	164.937	263.671	239.969	218.818	80.8612	74.5123	31.558	31.366	20.5732	28.1961	31.2812	193.298	23.2074	81.9034	137.38	131.722	103.127	140.623	186.646	110.744	105.112	111.114	128.16	118.272	88.163	91.538	85.9314	96.3338	103.98	155.599	101.193	114.761	96.2374	114.365	40.2376	31.4381	39.4228	35.7138	41.2697	25.159	660.972	2.80714	6.78871	1.56226	11.3911	688.346	1203.14	109.429	204.436	563.697	1032.71	414.528	462.873	883.109	935.518	425.731	311.631	47.5467	91.0332	29.2643	92.0725	34.7934	255.059	107.471	364.078	265.941	159.332	228.961	111.303	984.953	972.341	480.692	0	0	-647.294	124.592	661.248	20.6248	4356.6	1322.68	646.175	0.500441	3.91827	-3605.61
7000	7	2.43413	2.47525	2.42935	24536	0.06999	1304.41	66.0236	231.976	192.74	258.875	266.412	122.263	181.633	191.255	174.461	166.091	163.942	175.6	171.423	197.266	228.052	139.663	167.642	189.201	204.875	191.717	195.599	142.962	151.35	168.08	155.362	230.073	187.139	213.432	254.611	198.587	236.314	216.062	71.5426	100.627	20.9409	14.6287	11.5375	16.3376	29.1987	212.224	16.3301	107.497	80.2845	90.3552	94.9351	139.281	144.214	85.625	101.466	99.766	126.95	86.2805	76.9588	85.2726	99.5404	103.417	116.756	112.249	97.4714	110.712	118.544	81.3599	49.8498	30.7936	38.8609	38.8224	45.9032	25.7129	705.649	2.57975	8.12708	2.57048	5.38552	603.575	1125.19	112.798	227.505	508.816	915.57	485.212	476.983	806.971	823.533	451.258	285.984	43.3443	87.7278	28.5409	84.7402	26.7146	239.485	113.189	380.067	266.966	115.866	238.026	112.097	1029.14	1029.51	395.61	0	0	-629.75	89.2764	669.235	23.0527	4354.13	1281.11	703.716	0.48856	4.00676	-3634.54
7250	7.25	2.51604	2.47525	2.52078	25361.7	0.07249	1267.1	65.5323	235.25	206.949	183.937	240.761	140.498	238.138	205.353	181.288	181.504	154.007	183.666	175.521	173.91	147.079	175.328	143.189	235.466	194.234	201.005	205.099	151.383	135.897	154.401	181.513	211.692	161.292	198.453	223.63	249.76	197.838	230.236	74.9035	64.512	22.915	22.751	29.1515	29.773	15.206	238.811	26.5207	87.4645	72.0745	108.934	122.085	121.967	162.606	111.64	86.0092	117.669	150.149	108.74	108.523	107.653	122.362	107.768	103.824	145.861	122.81	105.063	92.4398	139.088	49.8946	28.8223	40.1005	41.6141	49.0627	31.5315	718.027	2.04138	6.08633	2.51866	7.27066	655.545	1115.51	117.801	227.859	483.929	951.621	450.145	378.701	863.982	968.732	475.301	241.65	43.9949	66.4413	29.2181	76.0881	26.5527	220.576	111.181	374.744	205.107	92.677	226.956	137.888	988.801	1073.8	426.872	0	0	-631.405	98.7091	676.757	24.3156	4346.68	1304.56	702.692	0.584067	4.4904	-3644.74
7500	7.5	2.46074	2.47525	2.45905	24804.2	0.07499	1267.89	61.3134	209.785	238.699	208.047	200.276	146.87	235.043	175.692	168.823	174.514	161.203	177.374	193.024	188.053	200.347	144.979	189.911	172.529	196.473	173.697	164.433	184.878	157.294	179.177	162.582	230.2	184.978	226.936	202.381	221.021	218.134	220.916	94.64	75.9068	17.7647	19.0907	17.7881	20.3675	10.8888	236.56	18.6453	75.9336	99.0776	111.462	94.5988	119.341	133.248	87.8781	91.0183	107.328	115.705	119.293	107.714	83.5755	101.055	80.1764	115.536	130.694	100.822	91.6796	117.914	109.876	56.4771	28.4977	51.3347	49.1472	53.4036	30.3999	746.257	2.63569	5.04064	3.79124	3.55697	578.09	1067.4	101.003	191.753	520.745	901.482	402.614	424.916	885.637	887.426	490.514	278.688	40.236	57.4765	23.9062	97.6564	24.6529	255.781	147.007	373.567	217.092	123.937	293.335	129.428	942.069	1079.14	466.661	0	0	-636.563	80.4707	663.144	25.1419	4362.25	1275.25	714.454	0.662639	4.5426	-3664.12
7750	7.75	2.48484	2.47525	2.48596	25047.2	0.07749	1241.45	63.3986	197.392	185.205	276.545	222.373	149.252	186.687	187.443	169.453	229.942	164.6	171.292	202.955	180.841	206.853	176.646	168.245	207.556	232.926	208.63	170.961	144.549	149.564	157.465	171.954	186.43	168.543	208.553	197.549	264.708	263.452	201.778	103.167	80.6579	20.4765	17.9175	24.4641	10.7208	10.421	219.505	30.7018	57.0606	123.845	115.145	102.313	120.456	158.73	98.8731	89.1222	103.982	116.564	85.6445	113.458	96.0575	85.7944	105.982	119.393	146.045	108.983	96.4492	104.951	110.134	60.3311	28.9028	52.8188	50.8894	57.6559	30.1097	754.827	2.33984	3.28056	2.98087	8.87603	590.796	1102.64	116.228	256.372	531.749	987.956	401.456	396.538	830.86	961.04	398.382	232.61	49.2952	53.8052	24.8943	90.3718	28.4666	235.844	132.251	323.941	266.626	133.606	258.124	102.354	754.19	1110.42	430.108	0	0	-639.305	81.2842	678.555	27.1282	4383.35	1303.43	706.888	0.72114	5.10059	-3651.49
8000	8	2.49332	2.47525	2.49542	25132.7	0.07999	1227.06	69.2687	221.19	169.496	237.817	222.797	165.753	201.709	174.262	187.782	210.748	176.615	178.079	224.164	167.371	162.267	170.086	165.976	134.773	173.536	181.609	173.497	137.324	156.622	152.336	138.949	189.042	188.609	231.633	200.817	236.487	208.662	250.951	87.5011	52.6395	16.0405	36.448	24.2584	13.8524	34.8087	230.849	20.2425	109.903	55.0197	92.0134	112.121	136.9	102.138	103.092	99.5862	107.993	92.4939	86.9708	63.9985	104.728	108.86	106.239	107.907	97.2481	92.7785	92.9543	97.2985	106.557	60.6182	30.2216	62.7187	52.9536	69.6641	34.0009	794.013	3.34143	4.67791	3.35492	12.1359	589.601	1116.77	110.094	257.696	480.558	1055.44	441.126	411.462	887.129	993.019	454.943	261.241	42.7721	82.1605	15.9872	69.5146	19.5592	267.958	121.871	410.535	244.608	100.994	218.41	137.266	760.237	1148.35	440.658	0	0	-646.033	94.6591	684.402	29.1777	4355.39	1331.02	645.611	0.765479	5.17219	-3608.56
8250	8.25	2.47913	2.47525	2.47958	24989.6	0.08249	1232.62	71.2127	205.867	248.603	244.612	156.933	149.664	220.244	170.81	194.347	164.743	167.266	188.481	200.266	157.522	179.303	148.844	173.503	201.765	213.171	199.152	152.056	161.831	158.651	174.637	161.68	182.991	174.793	214.498	226.153	250.921	247.092	219.029	100.183	116.225	25.585	12.9149	26.6204	35.537	12.1725	232.693	14.6018	91.2178	90.8204	105.869	117.139	125.661	140.687	97.3643	108.497	87.0082	116.205	141.749	119.278	90.1336	89.2657	118.027	120.091	126.765	106.116	110.865	92.7803	143.008	67.7286	36.894	62.778	50.8179	69.7052	35.5995	837.857	3.65492	7.53866	4.73147	12.9253	614.194	1080.15	108.387	232.812	501.409	919.431	456.854	423.112	864.814	932.613	460.267	242.842	60.3731	57.3463	18.1939	80.3211	25.431	244.313	131.954	399.409	283.924	115.749	216.897	122.441	739.718	1211.64	425.588	0	0	-645.754	58.5064	683.33	31.0243	4367.36	1287.51	650.066	0.757777	5.54417	-3678.91
8500	8.5	2.43533	2.47525	2.43068	24548.1	0.08499	1209.5	65.5497	214.616	220.866	247.434	205.941	127.859	210.383	173.798	167.496	208.27	155.133	164.587	178.241	159.176	181.884	175.022	174.926	188.673	220.682	136.378	165.82	182.541	147.443	184.595	187.811	171.568	214.648	208.17	217.487	212.817	263.386	229.603	90.63	77.1524	14.1441	20.9615	23.205	23.3625	10.2651	185.321	42.0714	80.6037	133.573	114.983	108.396	128.604	126.912	100.24	126.237	116.502	116.971	122.902	105.504	110.157	124.74	93.2217	100.149	164.157	117.38	87.3867	83.3789	93.1053	64.7629	34.3882	62.2067	57.4072	75.6822	34.5965	886.493	4.67197	11.286	3.83705	14.8127	634.744	1058.49	123.514	242.288	492.387	934.481	403.259	455.991	943.138	917.614	481.028	257.578	46.5323	55.0451	23.9343	98.2439	19.1641	315.047	106.286	417.567	245.156	126.318	291.077	135.297	626.714	1250.4	473.323	0	0	-627.632	81.3736	659.523	32.878	4377.17	1326.11	702.954	0.919664	6.27894	-3741.27
8750	8.75	2.47546	2.47525	2.47548	24952.6	0.08749	1207.89	68.1815	204.564	238.848	283.326	231.477	160.142	204.494	178.215	188.218	180.714	150.683	218.696	181.732	184.6	187.108	183.124	183.473	174.306	198.913	202.967	149.657	164.476	177.272	140.901	149.053	201.271	194.158	231.765	219.502	202.041	191.513	209.479	108.163	70.0735	22.5678	19.6341	12.6065	16.6445	45.4742	231.404	14.0215	103.32	74.6542	151.299	123.762	121.793	144.944	72.3613	91.9675	93.2859	100.974	111.983	107.432	77.5877	91.8813	104.93	105.921	142.955	94.2618	101.513	90.7426	95.7237	77.7514	40.3385	63.0146	56.9984	86.4953	37.4288	907.517	3.45423	11.9458	3.5299	10.8292	678.989	1064.3	106.096	190.713	568.253	1000.89	475.246	495.078	856.176	960.306	525.335	288.68	33.7123	58.6999	21.6588	68.01	29.0379	282.022	115.26	382.461	241.143	130.786	220.782	126.647	733.987	1287.87	431.704	0	0	-646.238	76.588	665.188	35.9661	4377.43	1282.25	718.994	0.772211	6.28633	-3691.88
9000	9	2.49642	2.47525	2.49888	25163.9	0.08999	1193.08	68.7991	227.986	200.362	232.045	239.666	151.442	236.815	178.965	162.542	175.933	170.33	187.731	193.517	170.004	174.508	185.728	168.011	173.936	186.649	191.44	174.881	141.756	176.425	163.258	193.631	199.95	160.898	215.703	233.002	218.628	232.696	198.841	98.4583	91.022	21.0647	22.7947	23.975	34.9382	20.1636	226.732	35.3089	77.8829	104.789	123.098	104.12	134.879	127.263	113.063	119.303	105.282	113.697	103.133	99.1246	80.9906	93.2208	91.2803	128.862	143.936	104.591	92.975	117.456	94.7313	72.3138	34.4716	68.6992	59.7951	70.9513	36.6448	928.022	3.19772	15.4166	3.43514	12.867	610.2	1029.24	111.16	258.027	494.062	1081.79	410.829	440.469	864.249	935.655	383.421	235.532	63.0563	66.9324	18.5663	88.0229	23.2639	239.741	142.103	365.73	244.696	121.157	260.818	122.184	648.606	1354.7	505.991	0	0	-649.595	86.4528	679.479	35.6687	4333.96	1315.61	686.633	1.02984	6.39934	-3693.82
9250	9.25	2.49671	2.47525	2.4992	25166.8	0.09249	1190.49	63.2662	251.932	254.959	197.359	208.23	172.545	198.533	179.819	156.984	187.535	172.667	222.841	193.654	199.633	194.55	143.562	171.913	187.603	188.591	186.502	196.86	173.391	146.544	168.262	188.029	197.923	177.955	183.672	225.391	200.711	254.185	224.203	106.398	76.2946	28.1662	14.419	24.8722	17.3259	26.1857	214.577	9.83211	92.453	90.5751	84.3089	135.948	111.993	127.743	82.3637	86.3907	118.522	122.61	102.811	102.308	90.3319	96.1237	92.6086	90.6672	132.672	100.91	115.888	94.5863	102.472	88.3119	36.0331	71.3438	65.7621	78.7157	39.2569	924.635	7.43868	10.9624	3.91802	9.93089	581.43	1035.48	100.61	206.48	476.28	978.471	407.236	382.454	814.566	918.792	489.7	249.729	50.0685	45.0639	43.3098	82.5777	25.8538	275.447	116.467	380.991	236.181	122.634	219.393	125.18	758.991	1383.49	440.486	0	0	-668.974	95.6536	665.953	39.146	4345.56	1317.9	698.081	1.03446	6.50093	-3695.03
9500	9.5	2.48399	2.47525	2.48501	25038.7	0.09499	1202.06	59.1019	241.061	274.15	208.337	247.082	155.463	170.284	161.086	187.64	166.248	177.96	182.682	172.622	186.081	187.777	179.245	177.919	183.443	235.096	219.965	217.247	169.013	156.055	169.931	169.259	205.755	169.853	244.774	198.03	235.264	210.376	232.727	82.8682	83.1483	31.7976	26.4765	33.1351	17.0032	18.8166	244.797	20.6798	54.5212	95.3377	129.828	110.855	119.711	141.823	92.0705	105.593	100.78	121.343	99.949	98.7763	91.3664	115.997	100.666	102.811	142.87	99.2158	103.893	110.476	128.345	86.306	32.7407	82.6681	63.7486	82.3874	39.856	908.303	6.49386	8.35235	4.19686	10.0435	630.535	1080.95	115.49	217.286	537.31	1013.48	412.12	445.017	804.989	959.617	467.384	283.173	37.9583	48.5969	15.0859	104.66	19.4833	269.194	98.5072	317.19	258.213	128.316	249.298	85.561	643.045	1439.07	433.626	0	0	-649.428	71.9637	681.042	40.8919	4340.37	1318.2	705.344	1.03767	7.15766	-3744.66
9750	9.75	2.45097	2.47525	2.44815	24705.8	0.09749	1199.19	64.026	248.603	217.45	228.387	229.435	179.584	149.342	203.931	140.361	173.964	152.853	207.2	151.53	185.766	182.646	243.013	149.797	161.662	189.557	192.51	203.495	145.476	171.846	196.815	142.982	220.61	182.473	250.595	227.053	195.334	221.47	218.515	98.1797	91.2626	16.6644	37.0169	35.9511	34.3112	31.8852	190.396	39.7279	125.699	81.4631	146.96	118.592	139.176	154.674	84.5476	99.4609	114.094	130.575	90.6063	127.649	76.0334	106.836	91.1429	125.382	109.716	89.042	84.888	92.4284	109.098	104.541	37.8477	77.2542	72.2858	68.6177	38.9033	938.864	3.7319	9.59367	3.845	13.712	640.904	1063.1	88.8782	219.725	591.814	905.337	472.144	456.81	829.866	852.8	460.215	261.697	65.8429	49.6919	21.1973	84.5969	29.3077	224.269	122.293	402.373	207.414	112.682	203.613	108.979	614.362	1421.88	435.898	0	0	-639.599	71.4172	667.537	42.8445	4359.58	1324.64	706.65	1.22851	7.68567	-3715.91
10000	10	2.45205	2.47525	2.44935	24716.7	0.09999	1179.12	62.6896	236.311	200.328	189.3	186.792	130.324	196.217	155.71	144.247	162.187	145.885	170.872	189.871	203.423	184.879	187.704	182.866	175.803	186.03	180.673	232.155	145.97	152.486	158.954	142.3	238	176.924	191.772	212.683	247.78	242.899	237.827	108.277	49.9688	27.2181	24.4307	35.5763	18.9052	14.9576	241.283	44.442	88.1974	84.8767	118.693	110.632	153.925	130.3	107.461	91.9402	95.619	107.589	107.8	114.379	77.6848	101.168	80.8775	137.674	108.095	92.4797	125.769	114.882	92.2682	98.4686	41.7014	84.0965	77.1528	72.9536	43.0496	954.239	2.97346	10.4844	7.24884	9.20336	717.463	980.896	77.9175	235.061	503.519	940.162	409.162	476.516	837.326	939.449	434.653	292.285	59.779	43.5787	15.89	50.1749	39.4428	248.096	81.5034	385.033	294.975	114.949	246.959	115.412	578.58	1450.01	433.394	0	0	-661.875	75.8344	691.14	43.9891	4356.61	1351.03	705.981	1.15252	8.33464	-3738.77
10250	10.25	2.45453	2.47525	2.45212	24741.7	0.10249	1185.62	60.2301	242.707	213.323	200.045	203.296	189.453	203.961	157.967	162.323	172.169	145.497	200.567	178.691	190.379	203.883	229.535	177.357	158.304	213.405	197.76	181.873	156.672	150.062	173.91	149.062	183.396	180.89	226.099	210.898	233.706	246.103	215.152	87.2131	90.0268	28.5594	30.668	8.53402	22.8254	22.8271	244.499	19.4128	68.6915	82.7429	99.9654	87.9991	110.503	158.912	95.8363	125.835	114.47	131.001	77.0706	89.5246	94.7703	114.451	101.889	128.368	96.8696	104.928	108.561	118.606	117.448	98.163	42.3049	77.5123	75.0908	93.226	37.7205	993.731	3.24292	10.0494	5.7061	11.9478	638.506	968.353	88.0387	278.213	496.412	1006.03	448.766	406.984	856.174	956.497	436.211	288.039	31.0594	56.7778	25.801	62.6062	27.131	247.035	118.862	422.22	261.826	135.709	233.551	152.574	579.856	1453.99	489.609	0	0	-664.096	75.2935	677.315	47.23	4370.95	1308.26	731.493	1.07238	8.79667	-3791.63
10500	10.5	2.50939	2.47525	2.51336	25294.7	0.10499	1193.62	66.7517	244.372	228.861	212.761	220.325	163.925	204.523	161.594	161.458	183.194	152.922	221.602	203.116	154.499	167.267	183.528	161.279	178.67	202.225	172.602	188.965	157.824	142.978	164.206	162.645	176.469	176.297	185.427	221.642	206.503	245.805	242.092	79.7968	63.9828	20.0429	18.5145	21.3682	40.1916	26.6647	276.687	28.0632	81.9275	57.8668	98.5603	128.261	122.115	154.441	81.7899	82.918	107.56	141.982	98.6303	73.7842	93.6682	106.972	140.603	118.533	145.758	114.778	111.433	110.937	102.081	94.4487	35.4324	80.3866	81.893	94.2205	40.4076	945.904	3.78512	9.77393	4.20019	13.234	669.265	920.964	89.2064	218.993	514.598	1005.34	423.571	472.227	834.077	888.9	472.09	287.127	71.0781	46.2799	25.7261	104.413	24.3641	265.173	137.001	399.642	275.412	95.3082	264.779	127.712	558.901	1488.97	498.946	0	0	-644.29	70.8769	673.797	48.2604	4354.25	1348.73	695.002	1.18924	8.89877	-3750.15
10750	10.75	2.51815	2.47525	2.52314	25383	0.10749	1188.12	66.8393	201.073	282.455	192.425	228.327	172.14	208.355	192.501	157.328	194.652	184.368	153.127	155.722	180.73	171.693	178.678	182.365	195.486	167.259	199.938	194.501	178.104	185.249	168.141	179.481	189.767	169.396	239.598	226.27	220.065	220.45	263.525	73.3445	57.1754	22.5654	20.8501	25.8859	27.4043	22.1201	251.582	30.1076	67.0465	74.1818	101.657	114.218	134.756	110.109	131.48	108.519	91.4035	135.43	108.418	109.828	102.743	112.14	100.634	130.444	145.851	109.815	89.6315	110.043	119.902	94.2222	39.4025	82.9441	91.4634	98.0503	43.5223	955.291	5.74997	16.0247	3.88652	17.2182	670.722	872.179	81.1918	215.021	458.937	1002.67	449.263	475.903	874.031	882.457	412.545	328.517	47.2194	78.4454	35.3457	105.996	24.5936	248.919	117.312	389.438	273.407	118.13	317.493	136.988	570.433	1539.9	404.937	0	0	-639.242	94.8029	679.002	51.7364	4346.12	1332.46	739.823	1.13823	9.70781	-3746
11000	11	2.44504	2.47525	2.44152	24646	0.10999	1171.38	69.0579	223.084	190.357	234.074	267.982	172.988	175.504	194.395	165.778	161.419	162.783	221.846	163.575	179.677	149.781	208.075	173.504	205.834	177.887	169.535	193.281	159.515	151.848	180.049	147.491	206.54	164.763	191.102	203.505	212.495	226.658	209.358	81.4006	101.973	31.8091	37.2567	16.0991	23.7348	40.6028	214.574	26.2305	88.5992	90.6615	117.251	84.8883	128.024	130.661	92.857	107.006	112.671	126.976	100.434	104.058	104.749	92.6623	95.6418	138.952	133.819	104.449	84.1667	103.999	103.141	98.6976	41.3648	100.873	107.102	97.0432	52.4214	974.017	3.86541	15.4504	4.94771	12.6055	649.415	796.764	85.252	193.335	495.71	951.65	511.235	452.133	926.221	875.98	517.454	309.381	51.5009	39.0508	16.4828	54.3257	16.9821	261.124	124.62	371.836	247.868	112.133	269.246	137.828	529.808	1533.01	441.219	0	0	-637.768	95.0022	685.001	54.2721	4397.38	1333.73	708.596	1.2749	10.2477	-3721.54
11250	11.25	2.44338	2.47525	2.43968	24629.3	0.11249	1152.17	64.4378	240.971	206.215	254.594	236.629	152.698	191.058	205.914	154.431	218.302	162.079	199.049	172.556	195.082	180.269	167.6	171.455	168.576	184.784	164.973	167.105	182.423	170.709	190.978	194.4	220.206	126.394	224.066	263.138	224.017	280.24	231.89	78.5816	65.8847	18.5666	26.155	32.0849	20.5309	16.4008	226.331	22.5902	60.4518	107.302	127.911	112.585	148.904	126.777	93.1591	95.3695	84.9449	124.365	98.9638	92.1757	109.564	109.818	129.924	135.104	94.1005	111.433	124.136	104.683	85.6109	95.6994	43.5673	109.646	116.466	90.8568	55.2969	1001.87	6.09737	15.7319	6.62687	13.9868	661.253	848.496	95.8535	236.129	523.369	999.567	432.061	426.979	789.533	832.796	430.47	256.813	65.3131	41.9061	16.0856	73.0004	27.1239	209.587	134.31	383.833	249.98	91.2902	251.717	130.181	532.298	1524.5	417.98	0	0	-638.897	83.8932	678.183	56.313	4381.51	1344.43	718.105	1.55587	10.5203	-3709.4
